STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW
GHCND:US1MDMG0024,WHITE OAK 1.2 N MD US,20150223,0.00,4.0,0.0
GHCND:US1MDMG0024,WHITE OAK 1.2 N MD US,20150224,0.00,3.0,0.0
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150217,0.34,5.5,4.5
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150218,0.01,5.0,0.2
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150219,0.00,4.0,0.0
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150220,0.00,4.0,0.0
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150221,0.00,-9999,0.0
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150222,0.90,4.0,3.5
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150223,0.01,3.0,0.0
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,20150224,0.00,3.0,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150217,0.00,5.0,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150218,0.00,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150219,0.00,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150220,0.00,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150221,0.01,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150222,0.00,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150223,0.00,4.5,0.0
GHCND:US1ILCK0192,PARK RIDGE 0.7 WNW IL US,20150224,0.00,4.5,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150217,0.00,-9999,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150218,0.00,-9999,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILCK0193,WINNETKA 0.8 ESE IL US,20150224,0.00,-9999,0.0
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150217,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150218,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150219,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150220,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150221,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150222,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150223,0.00,-9999,-9999
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20150224,0.00,-9999,-9999
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150218,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150221,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILDP0047,GLEN ELLYN 1.4 SE IL US,20150224,0.00,-9999,0.0
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150217,0.00,42.0,0.0
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150218,0.05,39.0,1.3
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150219,0.12,38.0,2.2
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150220,0.00,37.0,0.1
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150221,0.00,36.0,0.0
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150222,0.21,34.0,1.6
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150223,0.00,33.0,0.0
GHCND:US1MANF0001,NORWOOD 1.3 NW MA US,20150224,0.00,33.0,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150217,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150218,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150221,0.01,-9999,0.1
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILCK0074,OAK PARK 1.3 NNE IL US,20150224,0.00,-9999,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150217,0.00,7.5,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150218,0.00,7.0,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150219,0.00,7.0,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150220,0.00,7.0,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150221,0.00,7.0,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150222,0.00,7.0,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150223,0.00,6.5,0.0
GHCND:US1ILCK0075,ELK GROVE VILLAGE 2.2 WSW IL US,20150224,0.00,6.5,0.0
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150217,0.00,-9999,0.0
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150218,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150219,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150220,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150221,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150222,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150223,0.00,-9999,-9999
GHCND:US1ILCK0196,HARWOOD HEIGHTS 1.9 NNE IL US,20150224,0.00,-9999,-9999
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150217,0.00,4.5,-9999
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150218,0.00,4.5,0.1
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150219,0.00,4.5,-9999
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150220,0.00,4.5,0.0
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150221,0.00,4.5,0.1
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150222,0.00,4.0,-9999
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150223,0.00,4.0,0.0
GHCND:US1ILCK0197,ORLAND HILLS 0.6 SE IL US,20150224,0.00,4.0,0.0
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150217,0.00,-9999,0.0
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150218,0.30,-9999,3.2
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150219,0.07,-9999,1.1
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150220,0.01,-9999,0.0
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150221,0.00,-9999,0.0
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150222,0.10,-9999,0.5
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150223,0.02,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150224,0.00,-9999,0.0
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150223,0.00,-9999,0.0
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150224,0.00,-9999,0.0
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150217,0.03,-9999,-9999
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150218,0.00,-9999,-9999
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150219,0.01,-9999,-9999
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150220,0.00,-9999,0.0
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150221,0.00,-9999,0.0
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150222,0.60,-9999,-9999
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150223,0.00,-9999,0.0
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,20150224,0.00,-9999,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150217,0.52,5.0,5.2
GHCND:USC00181125,BRIGHTON DAM MD US,20150218,0.00,0.0,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150219,0.00,0.0,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150220,0.00,0.0,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150221,0.00,0.0,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150222,1.10,7.0,7.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150223,0.00,0.0,0.0
GHCND:USC00181125,BRIGHTON DAM MD US,20150224,0.00,0.0,0.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150217,0.13,3.0,1.3
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150218,0.03,3.0,0.4
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150219,0.00,2.0,0.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150220,0.00,2.0,0.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150221,0.90,12.0,11.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150222,0.13,8.0,0.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150223,0.00,8.0,0.0
GHCND:USC00182336,DAMASCUS 3 SSW MD US,20150224,0.00,8.0,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150217,0.00,7.0,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150218,0.00,7.0,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150219,0.00,6.5,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150220,0.00,6.5,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150221,0.00,6.5,0.1
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150222,0.00,6.5,0.0
GHCND:US1ILCK0180,PARK RIDGE 0.5 SSW IL US,20150223,0.00,6.0,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150217,0.24,-9999,4.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150218,0.00,-9999,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150219,0.00,-9999,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150220,0.00,-9999,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150221,0.00,-9999,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150222,0.90,-9999,6.3
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150223,0.00,-9999,0.0
GHCND:US1MDMG0040,KENSINGTON 0.1 W MD US,20150224,0.00,-9999,0.0
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150217,0.12,3.9,1.4
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150218,0.00,2.0,0.4
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150219,0.00,2.0,0.1
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150220,0.00,2.0,0.0
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150221,0.93,2.0,8.9
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150222,0.00,7.1,0.0
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150223,0.00,3.1,0.0
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150224,0.00,3.1,0.0
GHCND:USC00194313,LOWELL MA US,20150217,0.00,43.0,0.0
GHCND:USC00194313,LOWELL MA US,20150218,0.00,40.0,0.0
GHCND:USC00194313,LOWELL MA US,20150219,0.16,38.0,3.1
GHCND:USC00194313,LOWELL MA US,20150220,0.00,36.0,0.0
GHCND:USC00194313,LOWELL MA US,20150221,0.00,36.0,0.0
GHCND:USC00194313,LOWELL MA US,20150222,0.25,40.0,4.0
GHCND:USC00194313,LOWELL MA US,20150223,0.00,34.0,0.0
GHCND:USC00194313,LOWELL MA US,20150224,0.00,32.0,0.0
GHCND:US1ILCK0069,PARK FOREST 0.8 NNE IL US,20150217,0.00,-9999,-9999
GHCND:US1ILCK0069,PARK FOREST 0.8 NNE IL US,20150218,0.00,-9999,-9999
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150217,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150218,0.00,0.0,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150221,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILCK0063,ELK GROVE VILLAGE 0.6 ESE IL US,20150224,0.00,-9999,0.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150217,0.00,37.5,0.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150218,0.06,36.0,1.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150219,0.05,37.0,2.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150220,0.00,35.0,0.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150221,0.00,33.5,0.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150222,0.32,32.0,0.5
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150223,0.00,31.0,0.0
GHCND:US1MANF0011,MILLIS 2.0 SW MA US,20150224,0.00,30.0,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150217,-9999,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150218,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150221,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILCK0064,HOMEWOOD 0.1 ESE IL US,20150224,0.00,-9999,0.0
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150217,0.03,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150218,0.00,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150219,0.00,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150220,0.00,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150221,0.00,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150222,0.47,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150223,0.00,-9999,-9999
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,20150224,0.00,-9999,-9999
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150217,0.00,7.0,0.1
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150218,0.00,7.0,0.0
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150219,0.00,7.0,0.0
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150220,0.00,7.0,0.0
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150221,-9999,6.5,0.2
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150222,0.00,6.5,0.0
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150223,0.00,6.0,0.0
GHCND:US1ILDP0075,NAPERVILLE 1.1 NW IL US,20150224,0.00,6.0,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150217,0.05,-9999,1.7
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150218,0.00,-9999,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150219,0.00,-9999,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150220,0.00,-9999,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150221,0.00,-9999,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150222,0.64,-9999,4.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150223,0.00,-9999,0.0
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,20150224,0.00,-9999,0.0
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150217,0.05,11.0,1.6
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150218,0.01,-9999,0.2
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150219,0.00,-9999,0.1
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150220,0.00,-9999,0.0
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150221,0.00,-9999,0.0
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150222,0.67,14.0,4.7
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150223,0.00,-9999,0.0
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,20150224,0.00,-9999,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150217,0.11,4.0,1.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150218,0.00,3.0,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150219,0.00,3.0,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150220,0.00,3.0,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150221,1.02,10.5,8.2
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150222,0.00,6.0,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150223,0.00,5.0,0.0
GHCND:US1MDMG0008,GAITHERSBURG 2 WNW MD US,20150224,0.00,5.0,0.0
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150217,0.31,3.0,3.1
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150218,0.00,3.0,0.0
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150219,0.01,3.0,0.3
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150220,0.00,3.0,0.0
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150221,0.00,3.0,0.0
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150222,1.00,8.0,7.1
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150223,0.00,5.0,0.0
GHCND:US1MDMG0005,NORBECK 1.1 ESE MD US,20150224,0.00,4.5,0.0
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150217,0.36,-9999,3.2
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150218,0.00,-9999,0.0
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150219,0.01,-9999,0.2
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150220,0.00,-9999,0.0
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150221,0.00,-9999,0.0
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150222,1.04,-9999,7.8
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150223,0.00,-9999,0.0
GHCND:US1MDMG0003,POTOMAC 0.9 NNW MD US,20150224,0.00,-9999,0.0
GHCND:US1MDMG0001,MONTGOMERY VILLAGE 1.3 SSW MD US,20150217,-9999,-9999,3.3
GHCND:US1MDMG0001,MONTGOMERY VILLAGE 1.3 SSW MD US,20150219,0.01,-9999,0.1
GHCND:US1MDMG0001,MONTGOMERY VILLAGE 1.3 SSW MD US,20150222,1.13,9.3,9.0
GHCND:US1MDMG0001,MONTGOMERY VILLAGE 1.3 SSW MD US,20150224,0.00,-9999,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150217,0.00,5.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150218,0.00,5.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150219,0.00,5.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150220,0.00,5.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150221,0.00,5.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150222,0.00,4.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150223,0.00,4.0,0.0
GHCND:US1ILCK0094,LINCOLNWOOD 1.8 E IL US,20150224,0.00,4.0,0.0
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150217,0.00,-9999,-9999
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150218,0.00,-9999,-9999
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150221,0.00,-9999,-9999
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150222,0.00,-9999,0.0
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150223,0.00,-9999,0.0
GHCND:US1ILDP0069,GLEN ELLYN 1.0 NE IL US,20150224,0.00,-9999,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150217,0.00,7.5,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150218,0.00,7.5,0.3
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150219,0.00,7.5,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150220,0.00,7.5,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150221,0.00,7.5,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150222,0.00,7.0,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150223,0.00,7.0,0.0
GHCND:US1ILCK0098,LA GRANGE PARK 0.7 SSW IL US,20150224,0.00,7.0,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150217,0.00,-9999,-9999
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150218,0.00,-9999,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150219,0.00,-9999,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150220,0.00,-9999,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150222,0.00,7.5,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150223,0.00,7.0,0.0
GHCND:US1ILDP0087,ROSELLE 1.2 ESE IL US,20150224,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150217,0.00,-9999,-9999
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150218,0.00,-9999,-9999
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150219,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150220,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150221,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150222,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150223,0.00,-9999,0.0
GHCND:US1ILDP0085,VILLA PARK 1.0 NW IL US,20150224,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150217,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150218,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150219,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150220,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150221,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150222,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150223,0.00,-9999,0.0
GHCND:US1ILDP0083,LOMBARD 1.2 NNW IL US,20150224,0.00,-9999,0.0
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150217,0.08,-9999,2.5
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150218,0.00,-9999,-9999
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150219,0.01,-9999,0.0
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150220,0.00,-9999,0.0
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150221,0.00,-9999,0.0
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150222,0.71,-9999,2.5
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150223,0.00,-9999,0.0
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,20150224,0.00,-9999,0.0
